Books,Ben,Moose,Reuven,Cust1,Cust2,Francois,Jim C,Iren,Cust3,Cust4,Cust5,Cust6,Cust7,Cust8,Cust9,andrew,ma,matt c,Ocelot,Cust10,crom,joe,Priscilla,Harry Potter,I. Ned,ender,Apollo,Zax,Jaluka,Sanity,Brix,sage32,clipper,YJAM,Martin,Mike,Strongbad,Brian,Douglas Anderson,chrispeh,Rudy A,McLovin,Mike Williams,Dude,Hideo,Rudy Ann,Don Wang,Anna-Carol,SubRia,Ella,Leslie,Sam,Cedric Jones,Don Wang,McLean,Shannon,Joshua,Jeremy,Pablo Sanchez,Scream,ROFLOL,Albus Dumbledore,Alexandra,NaRwHaLs,J-Rok,snoosh,Huxil,hidan,Leah,Boxxy,Rosanna,Claire,David,Zachary,ParseClaws,Tiffany,Sidney,Tony,Mark,NuNu,Hamza ALi,dencellia,Nathan,James,KeeLed,Megan,num_times_read,num_times_most_liked,num_times_most_hated,average_books,net_rating_dict,average_ratings,new_ratings
Owl in Love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Naruto,0,0,0,0,0,0,0,5,5,0,0,0,3,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,4,0,3,0,0,5,3,1,5,1,4,0,1,3,1,1,0,5,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 5, 4, 0, 3, 0, 0, 5, 3, 1, 5, 1, 4, 0, 1, 3, 1, 1, 0, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 5, 4, 0, 3, 0, 0, 5, 3, 1, 5, 1, 4, 0, 1, 3, 1, 1, 0, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Bleach (graphic novel),0,0,0,0,0,0,0,0,5,0,0,0,2,5,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,3,5,3,4,0,0,4,0,1,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 5, 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 3, 3, 5, 3, 4, 0, 0, 4, 0, 1, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 5, 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 3, 3, 5, 3, 4, 0, 0, 4, 0, 1, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Kiss the Dust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
To Kill a Mockingbird,3,4,1,0,0,0,0,0,0,0,5,0,0,5,3,4,0,3,4,4,5,5,0,0,3,0,4,0,5,0,2,4,3,0,0,5,0,3,3,4,4,1,3,4,3,2,3,3,3,1,5,3,3,3,5,0,4,0,0,0,0,4,0,0,0,0,0,0,0,5,3,5,0,0,4,5,0,4,5,4,2,3,2,2,3,4,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 3, 4, 0, 3, 4, 4, 5, 5, 0, 0, 3, 0, 4, 0, 5, 0, 2, 4, 3, 0, 0, 5, 0, 3, 3, 4, 4, 1, 3, 4, 3, 2, 3, 3, 3, 1, 5, 3, 3, 3, 5, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5, 3, 5, 0, 0, 4, 5, 0, 4, 5, 4, 2, 3, 2, 2, 3, 4, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 3, 4, 0, 3, 4, 4, 5, 5, 0, 0, 3, 0, 4, 0, 5, 0, 2, 4, 3, 0, 0, 5, 0, 3, 3, 4, 4, 1, 3, 4, 3, 2, 3, 3, 3, 1, 5, 3, 3, 3, 5, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5, 3, 5, 0, 0, 4, 5, 0, 4, 5, 4, 2, 3, 2, 2, 3, 4, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
The Lion the Witch and the Wardrobe,4,5,3,4,5,4,5,3,0,0,4,0,5,5,0,5,4,4,4,4,0,4,3,0,3,0,1,5,0,5,0,0,5,3,0,5,4,0,0,0,0,4,3,0,4,0,0,4,4,3,0,0,0,0,0,5,0,4,0,0,5,0,4,4,0,5,3,4,0,0,5,5,0,0,3,5,4,0,3,0,5,0,5,5,0,5,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[4, 5, 3, 4, 5, 4, 5, 3, 0, 0, 4, 0, 5, 5, 0, 5, 4, 4, 4, 4, 0, 4, 3, 0, 3, 0, 1, 5, 0, 5, 0, 0, 5, 3, 0, 5, 4, 0, 0, 0, 0, 4, 3, 0, 4, 0, 0, 4, 4, 3, 0, 0, 0, 0, 0, 5, 0, 4, 0, 0, 5, 0, 4, 4, 0, 5, 3, 4, 0, 0, 5, 5, 0, 0, 3, 5, 4, 0, 3, 0, 5, 0, 5, 5, 0, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [4, 5, 3, 4, 5, 4, 5, 3, 0, 0, 4, 0, 5, 5, 0, 5, 4, 4, 4, 4, 0, 4, 3, 0, 3, 0, 1, 5, 0, 5, 0, 0, 5, 3, 0, 5, 4, 0, 0, 0, 0, 4, 3, 0, 4, 0, 0, 4, 4, 3, 0, 0, 0, 0, 0, 5, 0, 4, 0, 0, 5, 0, 4, 4, 0, 5, 3, 4, 0, 0, 5, 5, 0, 0, 3, 5, 4, 0, 3, 0, 5, 0, 5, 5, 0, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
The Bourne Series,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,4,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 4, 0, 4, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5, 0, 5, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 4, 0, 4, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5, 0, 5, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Life of Pi,3,0,3,4,0,4,5,0,0,0,0,0,0,0,0,4,4,0,5,5,0,4,4,0,0,0,0,0,0,4,0,0,4,0,0,4,4,0,0,1,3,1,5,0,1,1,3,0,2,1,1,2,1,3,4,1,1,1,4,1,1,2,1,1,2,3,0,5,0,5,3,3,0,0,0,0,4,0,4,3,5,0,5,4,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[3, 0, 3, 4, 0, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 5, 5, 0, 4, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 4, 4, 0, 0, 1, 3, 1, 5, 0, 1, 1, 3, 0, 2, 1, 1, 2, 1, 3, 4, 1, 1, 1, 4, 1, 1, 2, 1, 1, 2, 3, 0, 5, 0, 5, 3, 3, 0, 0, 0, 0, 4, 0, 4, 3, 5, 0, 5, 4, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [3, 0, 3, 4, 0, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 5, 5, 0, 4, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 4, 4, 0, 0, 1, 3, 1, 5, 0, 1, 1, 3, 0, 2, 1, 1, 2, 1, 3, 4, 1, 1, 1, 4, 1, 1, 2, 1, 1, 2, 3, 0, 5, 0, 5, 3, 3, 0, 0, 0, 0, 4, 0, 4, 3, 5, 0, 5, 4, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Breathless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Twilight Series,1,0,1,0,0,0,0,3,0,5,0,4,5,5,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,3,3,0,0,0,4,0,0,0,0,5,0,5,0,0,0,0,0,5,1,0,0,1,5,1,0,0,1,0,0,0,0,0,5,1,0,0,1,1,0,0,0,5,4,4,4,1,5,5,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[1, 0, 1, 0, 0, 0, 0, 3, 0, 5, 0, 4, 5, 5, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 3, 3, 0, 0, 0, 4, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 5, 1, 0, 0, 1, 5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 5, 1, 0, 0, 1, 1, 0, 0, 0, 5, 4, 4, 4, 1, 5, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [1, 0, 1, 0, 0, 0, 0, 3, 0, 5, 0, 4, 5, 5, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 3, 3, 0, 0, 0, 4, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 5, 1, 0, 0, 1, 5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 5, 1, 0, 0, 1, 1, 0, 0, 0, 5, 4, 4, 4, 1, 5, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Sabriel,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Nineteen Eighty-Four (1984),0,5,4,3,4,3,0,0,0,0,5,0,0,0,0,5,2,0,4,5,5,4,5,4,0,0,4,0,4,0,4,0,0,0,2,4,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[0, 5, 4, 3, 4, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 2, 0, 4, 5, 5, 4, 5, 4, 0, 0, 4, 0, 4, 0, 4, 0, 0, 0, 2, 4, 1, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [0, 5, 4, 3, 4, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 2, 0, 4, 5, 5, 4, 5, 4, 0, 0, 4, 0, 4, 0, 4, 0, 0, 0, 2, 4, 1, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Eragon,5,2,2,4,3,4,0,5,3,1,0,4,4,5,0,0,0,5,0,0,0,3,0,0,4,0,0,5,0,0,0,0,0,4,2,0,0,4,4,0,0,0,5,0,5,0,4,0,4,3,5,0,0,4,5,5,0,0,4,0,5,0,0,5,0,4,0,5,0,0,0,4,3,4,0,3,5,0,4,0,3,0,3,0,5,4,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[5, 2, 2, 4, 3, 4, 0, 5, 3, 1, 0, 4, 4, 5, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 4, 0, 0, 5, 0, 0, 0, 0, 0, 4, 2, 0, 0, 4, 4, 0, 0, 0, 5, 0, 5, 0, 4, 0, 4, 3, 5, 0, 0, 4, 5, 5, 0, 0, 4, 0, 5, 0, 0, 5, 0, 4, 0, 5, 0, 0, 0, 4, 3, 4, 0, 3, 5, 0, 4, 0, 3, 0, 3, 0, 5, 4, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [5, 2, 2, 4, 3, 4, 0, 5, 3, 1, 0, 4, 4, 5, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 4, 0, 0, 5, 0, 0, 0, 0, 0, 4, 2, 0, 0, 4, 4, 0, 0, 0, 5, 0, 5, 0, 4, 0, 4, 3, 5, 0, 0, 4, 5, 5, 0, 0, 4, 0, 5, 0, 0, 5, 0, 4, 0, 5, 0, 0, 0, 4, 3, 4, 0, 3, 5, 0, 4, 0, 3, 0, 3, 0, 5, 4, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Hatchet,5,0,4,0,0,0,0,0,3,0,4,0,0,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,5,0,5,0,5,0,0,3,0,4,4,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,4,0,0,0,4,5,0,0,0,0,0,0,5,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[5, 0, 4, 0, 0, 0, 0, 0, 3, 0, 4, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 5, 5, 0, 5, 0, 5, 0, 0, 3, 0, 4, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 4, 0, 0, 0, 4, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [5, 0, 4, 0, 0, 0, 0, 0, 3, 0, 4, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 5, 5, 0, 5, 0, 5, 0, 0, 3, 0, 4, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 4, 0, 0, 0, 4, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
My Sister's Keeper,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,4,0,5,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 4, 0, 0, 4, 0, 4, 0, 5, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 4, 0, 0, 4, 0, 4, 0, 5, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
The Golden Compass,5,0,3,4,0,4,0,0,2,1,4,5,0,4,0,4,0,0,5,0,0,5,0,0,4,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,2,4,0,0,0,0,0,5,0,4,0,0,5,0,4,0,0,2,0,0,0,0,0,5,5,3,0,4,0,0,0,3,3,0,3,5,5,4,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[5, 0, 3, 4, 0, 4, 0, 0, 2, 1, 4, 5, 0, 4, 0, 4, 0, 0, 5, 0, 0, 5, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 5, 0, 4, 0, 0, 5, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 5, 5, 3, 0, 4, 0, 0, 0, 3, 3, 0, 3, 5, 5, 4, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [5, 0, 3, 4, 0, 4, 0, 0, 2, 1, 4, 5, 0, 4, 0, 4, 0, 0, 5, 0, 0, 5, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 5, 0, 4, 0, 0, 5, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 5, 5, 3, 0, 4, 0, 0, 0, 3, 3, 0, 3, 5, 5, 4, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
