users,book,rating,user_id,book_id
Cust7,The Golden Compass,0,13,42
Cust7,Harry Potter Series,5,13,43
Cust7,Holes,0,13,44
Cust7,Shonen Jump Series,0,13,45
Cust7,The Shadow Club,0,13,46
Cust7,Bone Series,0,13,47
Cust7,Maus: A Survivor's Tale,0,13,48
Cust7,The Joy Luck Club,0,13,49
Cust7,The Lord of the Rings,0,13,50
Cust7,The Hobbit,0,13,51
Cust7,Shattered,0,13,52
Cust7,The War Of The Worlds,5,13,53
Cust7,Dealing with Dragons,0,13,54
Cust7,The Chrysalids,5,13,55
Cust8,The Hitchhiker's Guide To The Galaxy,4,14,1
Cust8,Watership Down,0,14,2
Cust8,The Five People You Meet in Heaven,0,14,3
Cust8,Speak,5,14,4
Cust8,I Know Why the Caged Bird Sings,0,14,5
Cust8,Thirteen Reasons Why,0,14,6
Cust8,Foundation Series,0,14,7
Cust8,The Sisterhood of the Travelling Pants,5,14,8
Cust8,A Great and Terrible Beauty,0,14,9
Cust8,The Da Vinci Code,5,14,10
Cust8,The Princess Diaries,4,14,11
Cust8,Ender's Game,0,14,12
Cust8,The Hunt for Red October,0,14,13
Cust8,The Hunger Games,0,14,14
Cust8,The Great Gatsby,0,14,15
Cust8,Ranger's Apprentice Series,0,14,16
Cust8,Inkheart,4,14,17
Cust8,Neuromancer,0,14,18
Cust8,Lord of the Flies,5,14,19
Cust8,The Princess Bride,5,14,20
Cust8,Dinotopia: A Land Apart from Time,0,14,21
Cust8,Far North,0,14,22
Cust8,Practical Magic,0,14,23
Cust8,Brave New World,0,14,24
Cust8,The Summer Tree,0,14,25
Cust8,Flowers For Algernon,0,14,26
Cust8,Owl in Love,0,14,27
Cust8,Naruto,0,14,28
Cust8,Bleach (graphic novel),5,14,29
Cust8,Kiss the Dust,0,14,30
Cust8,To Kill a Mockingbird,5,14,31
Cust8,The Lion the Witch and the Wardrobe,5,14,32
Cust8,The Bourne Series,4,14,33
Cust8,Life of Pi,0,14,34
Cust8,Breathless,0,14,35
Cust8,Twilight Series,5,14,36
Cust8,Sabriel,0,14,37
Cust8,Nineteen Eighty-Four (1984),0,14,38
Cust8,Eragon,5,14,39
Cust8,Hatchet,5,14,40
Cust8,My Sister's Keeper,5,14,41
Cust8,The Golden Compass,4,14,42
Cust8,Harry Potter Series,5,14,43
Cust8,Holes,5,14,44
Cust8,Shonen Jump Series,0,14,45
Cust8,The Shadow Club,0,14,46
Cust8,Bone Series,5,14,47
Cust8,Maus: A Survivor's Tale,0,14,48
Cust8,The Joy Luck Club,0,14,49
Cust8,The Lord of the Rings,5,14,50
Cust8,The Hobbit,5,14,51
Cust8,Shattered,0,14,52
Cust8,The War Of The Worlds,5,14,53
Cust8,Dealing with Dragons,0,14,54
Cust8,The Chrysalids,5,14,55
Cust9,The Hitchhiker's Guide To The Galaxy,5,15,1
Cust9,Watership Down,0,15,2
Cust9,The Five People You Meet in Heaven,0,15,3
Cust9,Speak,0,15,4
Cust9,I Know Why the Caged Bird Sings,0,15,5
Cust9,Thirteen Reasons Why,0,15,6
Cust9,Foundation Series,4,15,7
Cust9,The Sisterhood of the Travelling Pants,0,15,8
Cust9,A Great and Terrible Beauty,0,15,9
Cust9,The Da Vinci Code,0,15,10
Cust9,The Princess Diaries,0,15,11
Cust9,Ender's Game,4,15,12
Cust9,The Hunt for Red October,0,15,13
Cust9,The Hunger Games,0,15,14
Cust9,The Great Gatsby,0,15,15
Cust9,Ranger's Apprentice Series,0,15,16
Cust9,Inkheart,0,15,17
Cust9,Neuromancer,0,15,18
Cust9,Lord of the Flies,3,15,19
Cust9,The Princess Bride,0,15,20
Cust9,Dinotopia: A Land Apart from Time,0,15,21
Cust9,Far North,0,15,22
Cust9,Practical Magic,0,15,23
Cust9,Brave New World,0,15,24
Cust9,The Summer Tree,0,15,25
Cust9,Flowers For Algernon,5,15,26
Cust9,Owl in Love,0,15,27
Cust9,Naruto,0,15,28
Cust9,Bleach (graphic novel),0,15,29
Cust9,Kiss the Dust,0,15,30
Cust9,To Kill a Mockingbird,3,15,31
Cust9,The Lion the Witch and the Wardrobe,0,15,32
Cust9,The Bourne Series,0,15,33
Cust9,Life of Pi,0,15,34
Cust9,Breathless,0,15,35
Cust9,Twilight Series,0,15,36
Cust9,Sabriel,0,15,37
Cust9,Nineteen Eighty-Four (1984),0,15,38
Cust9,Eragon,0,15,39
Cust9,Hatchet,0,15,40
Cust9,My Sister's Keeper,0,15,41
Cust9,The Golden Compass,0,15,42
Cust9,Harry Potter Series,0,15,43
Cust9,Holes,0,15,44
Cust9,Shonen Jump Series,0,15,45
Cust9,The Shadow Club,0,15,46
Cust9,Bone Series,0,15,47
Cust9,Maus: A Survivor's Tale,0,15,48
Cust9,The Joy Luck Club,0,15,49
Cust9,The Lord of the Rings,2,15,50
Cust9,The Hobbit,0,15,51
Cust9,Shattered,0,15,52
Cust9,The War Of The Worlds,0,15,53
Cust9,Dealing with Dragons,0,15,54
Cust9,The Chrysalids,4,15,55
andrew,The Hitchhiker's Guide To The Galaxy,4,16,1
andrew,Watership Down,4,16,2
andrew,The Five People You Meet in Heaven,3,16,3
andrew,Speak,0,16,4
andrew,I Know Why the Caged Bird Sings,4,16,5
andrew,Thirteen Reasons Why,0,16,6
andrew,Foundation Series,4,16,7
andrew,The Sisterhood of the Travelling Pants,0,16,8
andrew,A Great and Terrible Beauty,0,16,9
andrew,The Da Vinci Code,2,16,10
andrew,The Princess Diaries,0,16,11
andrew,Ender's Game,5,16,12
andrew,The Hunt for Red October,4,16,13
andrew,The Hunger Games,0,16,14
andrew,The Great Gatsby,3,16,15
andrew,Ranger's Apprentice Series,0,16,16
andrew,Inkheart,0,16,17
andrew,Neuromancer,5,16,18
andrew,Lord of the Flies,4,16,19
andrew,The Princess Bride,0,16,20
andrew,Dinotopia: A Land Apart from Time,0,16,21
andrew,Far North,0,16,22
andrew,Practical Magic,0,16,23
andrew,Brave New World,3,16,24
andrew,The Summer Tree,0,16,25
andrew,Flowers For Algernon,4,16,26
andrew,Owl in Love,0,16,27
andrew,Naruto,3,16,28
andrew,Bleach (graphic novel),0,16,29
andrew,Kiss the Dust,0,16,30
andrew,To Kill a Mockingbird,4,16,31
andrew,The Lion the Witch and the Wardrobe,5,16,32
andrew,The Bourne Series,4,16,33
andrew,Life of Pi,4,16,34
andrew,Breathless,0,16,35
andrew,Twilight Series,0,16,36
andrew,Sabriel,0,16,37
andrew,Nineteen Eighty-Four (1984),5,16,38
andrew,Eragon,0,16,39
andrew,Hatchet,5,16,40
andrew,My Sister's Keeper,0,16,41
andrew,The Golden Compass,4,16,42
andrew,Harry Potter Series,4,16,43
andrew,Holes,0,16,44
andrew,Shonen Jump Series,2,16,45
andrew,The Shadow Club,0,16,46
andrew,Bone Series,0,16,47
andrew,Maus: A Survivor's Tale,5,16,48
andrew,The Joy Luck Club,3,16,49
andrew,The Lord of the Rings,5,16,50
andrew,The Hobbit,4,16,51
andrew,Shattered,0,16,52
andrew,The War Of The Worlds,4,16,53
andrew,Dealing with Dragons,0,16,54
andrew,The Chrysalids,0,16,55
ma,The Hitchhiker's Guide To The Galaxy,0,17,1
ma,Watership Down,0,17,2
ma,The Five People You Meet in Heaven,0,17,3
ma,Speak,0,17,4
ma,I Know Why the Caged Bird Sings,5,17,5
ma,Thirteen Reasons Why,0,17,6
ma,Foundation Series,0,17,7
ma,The Sisterhood of the Travelling Pants,0,17,8
ma,A Great and Terrible Beauty,0,17,9
ma,The Da Vinci Code,4,17,10
ma,The Princess Diaries,0,17,11
ma,Ender's Game,0,17,12
ma,The Hunt for Red October,0,17,13
ma,The Hunger Games,0,17,14
ma,The Great Gatsby,0,17,15
ma,Ranger's Apprentice Series,0,17,16
ma,Inkheart,0,17,17
ma,Neuromancer,0,17,18
ma,Lord of the Flies,2,17,19
ma,The Princess Bride,0,17,20
ma,Dinotopia: A Land Apart from Time,0,17,21
ma,Far North,0,17,22
ma,Practical Magic,0,17,23
ma,Brave New World,2,17,24
ma,The Summer Tree,0,17,25
ma,Flowers For Algernon,0,17,26
ma,Owl in Love,0,17,27
ma,Naruto,0,17,28
ma,Bleach (graphic novel),0,17,29
ma,Kiss the Dust,0,17,30
ma,To Kill a Mockingbird,0,17,31
ma,The Lion the Witch and the Wardrobe,4,17,32
ma,The Bourne Series,0,17,33
ma,Life of Pi,4,17,34
ma,Breathless,0,17,35
ma,Twilight Series,0,17,36
ma,Sabriel,0,17,37
ma,Nineteen Eighty-Four (1984),2,17,38
ma,Eragon,0,17,39
ma,Hatchet,0,17,40
ma,My Sister's Keeper,0,17,41
ma,The Golden Compass,0,17,42
ma,Harry Potter Series,4,17,43
ma,Holes,0,17,44
ma,Shonen Jump Series,0,17,45
ma,The Shadow Club,0,17,46
ma,Bone Series,0,17,47
ma,Maus: A Survivor's Tale,0,17,48
ma,The Joy Luck Club,0,17,49
ma,The Lord of the Rings,2,17,50
ma,The Hobbit,2,17,51
ma,Shattered,0,17,52
ma,The War Of The Worlds,0,17,53
ma,Dealing with Dragons,0,17,54
ma,The Chrysalids,0,17,55
matt c,The Hitchhiker's Guide To The Galaxy,0,18,1
matt c,Watership Down,4,18,2
matt c,The Five People You Meet in Heaven,0,18,3
matt c,Speak,0,18,4
matt c,I Know Why the Caged Bird Sings,0,18,5
matt c,Thirteen Reasons Why,0,18,6
matt c,Foundation Series,0,18,7
matt c,The Sisterhood of the Travelling Pants,0,18,8
matt c,A Great and Terrible Beauty,0,18,9
matt c,The Da Vinci Code,5,18,10
matt c,The Princess Diaries,0,18,11
matt c,Ender's Game,5,18,12
matt c,The Hunt for Red October,0,18,13
matt c,The Hunger Games,0,18,14
matt c,The Great Gatsby,2,18,15
matt c,Ranger's Apprentice Series,5,18,16
matt c,Inkheart,0,18,17
matt c,Neuromancer,0,18,18
matt c,Lord of the Flies,3,18,19
matt c,The Princess Bride,0,18,20
matt c,Dinotopia: A Land Apart from Time,0,18,21
matt c,Far North,4,18,22
matt c,Practical Magic,0,18,23
matt c,Brave New World,0,18,24
matt c,The Summer Tree,4,18,25
matt c,Flowers For Algernon,0,18,26
matt c,Owl in Love,0,18,27
matt c,Naruto,0,18,28
matt c,Bleach (graphic novel),0,18,29
matt c,Kiss the Dust,0,18,30
matt c,To Kill a Mockingbird,3,18,31
matt c,The Lion the Witch and the Wardrobe,4,18,32
matt c,The Bourne Series,4,18,33
matt c,Life of Pi,0,18,34
matt c,Breathless,0,18,35
matt c,Twilight Series,0,18,36
matt c,Sabriel,0,18,37
matt c,Nineteen Eighty-Four (1984),0,18,38
matt c,Eragon,5,18,39
matt c,Hatchet,0,18,40
matt c,My Sister's Keeper,0,18,41
matt c,The Golden Compass,0,18,42
matt c,Harry Potter Series,5,18,43
matt c,Holes,4,18,44
matt c,Shonen Jump Series,0,18,45
matt c,The Shadow Club,4,18,46
matt c,Bone Series,0,18,47
matt c,Maus: A Survivor's Tale,0,18,48
matt c,The Joy Luck Club,0,18,49
matt c,The Lord of the Rings,5,18,50
matt c,The Hobbit,5,18,51
matt c,Shattered,4,18,52
matt c,The War Of The Worlds,0,18,53
matt c,Dealing with Dragons,0,18,54
matt c,The Chrysalids,0,18,55
Ocelot,The Hitchhiker's Guide To The Galaxy,5,19,1
Ocelot,Watership Down,3,19,2
Ocelot,The Five People You Meet in Heaven,0,19,3
Ocelot,Speak,0,19,4
Ocelot,I Know Why the Caged Bird Sings,0,19,5
Ocelot,Thirteen Reasons Why,0,19,6
Ocelot,Foundation Series,0,19,7
Ocelot,The Sisterhood of the Travelling Pants,0,19,8
Ocelot,A Great and Terrible Beauty,0,19,9
Ocelot,The Da Vinci Code,0,19,10
Ocelot,The Princess Diaries,0,19,11
Ocelot,Ender's Game,5,19,12
Ocelot,The Hunt for Red October,0,19,13
Ocelot,The Hunger Games,0,19,14
Ocelot,The Great Gatsby,4,19,15
Ocelot,Ranger's Apprentice Series,0,19,16
Ocelot,Inkheart,0,19,17
Ocelot,Neuromancer,5,19,18
Ocelot,Lord of the Flies,4,19,19
Ocelot,The Princess Bride,0,19,20
Ocelot,Dinotopia: A Land Apart from Time,0,19,21
Ocelot,Far North,0,19,22
Ocelot,Practical Magic,0,19,23
Ocelot,Brave New World,4,19,24
Ocelot,The Summer Tree,0,19,25
Ocelot,Flowers For Algernon,3,19,26
Ocelot,Owl in Love,3,19,27
Ocelot,Naruto,0,19,28
Ocelot,Bleach (graphic novel),0,19,29
Ocelot,Kiss the Dust,0,19,30
Ocelot,To Kill a Mockingbird,4,19,31
Ocelot,The Lion the Witch and the Wardrobe,4,19,32
Ocelot,The Bourne Series,0,19,33
Ocelot,Life of Pi,5,19,34
Ocelot,Breathless,0,19,35
Ocelot,Twilight Series,2,19,36
Ocelot,Sabriel,0,19,37
Ocelot,Nineteen Eighty-Four (1984),4,19,38
Ocelot,Eragon,0,19,39
Ocelot,Hatchet,0,19,40
Ocelot,My Sister's Keeper,0,19,41
Ocelot,The Golden Compass,5,19,42
Ocelot,Harry Potter Series,4,19,43
Ocelot,Holes,0,19,44
Ocelot,Shonen Jump Series,0,19,45
Ocelot,The Shadow Club,0,19,46
Ocelot,Bone Series,0,19,47
Ocelot,Maus: A Survivor's Tale,0,19,48
Ocelot,The Joy Luck Club,0,19,49
Ocelot,The Lord of the Rings,0,19,50
Ocelot,The Hobbit,4,19,51
Ocelot,Shattered,0,19,52
Ocelot,The War Of The Worlds,3,19,53
Ocelot,Dealing with Dragons,0,19,54
Ocelot,The Chrysalids,0,19,55
Cust10,The Hitchhiker's Guide To The Galaxy,5,20,1
Cust10,Watership Down,0,20,2
Cust10,The Five People You Meet in Heaven,0,20,3
Cust10,Speak,0,20,4
Cust10,I Know Why the Caged Bird Sings,3,20,5
Cust10,Thirteen Reasons Why,0,20,6
Cust10,Foundation Series,0,20,7
Cust10,The Sisterhood of the Travelling Pants,0,20,8
Cust10,A Great and Terrible Beauty,0,20,9
Cust10,The Da Vinci Code,1,20,10
Cust10,The Princess Diaries,0,20,11
Cust10,Ender's Game,5,20,12
Cust10,The Hunt for Red October,0,20,13
Cust10,The Hunger Games,0,20,14
Cust10,The Great Gatsby,0,20,15
Cust10,Ranger's Apprentice Series,0,20,16
Cust10,Inkheart,0,20,17
Cust10,Neuromancer,4,20,18
Cust10,Lord of the Flies,2,20,19
Cust10,The Princess Bride,4,20,20
Cust10,Dinotopia: A Land Apart from Time,0,20,21
Cust10,Far North,0,20,22
Cust10,Practical Magic,0,20,23
Cust10,Brave New World,5,20,24
Cust10,The Summer Tree,0,20,25
Cust10,Flowers For Algernon,5,20,26
Cust10,Owl in Love,0,20,27
Cust10,Naruto,0,20,28
Cust10,Bleach (graphic novel),0,20,29
Cust10,Kiss the Dust,0,20,30
Cust10,To Kill a Mockingbird,4,20,31
Cust10,The Lion the Witch and the Wardrobe,4,20,32
Cust10,The Bourne Series,0,20,33
Cust10,Life of Pi,5,20,34
Cust10,Breathless,0,20,35
Cust10,Twilight Series,0,20,36
Cust10,Sabriel,0,20,37
Cust10,Nineteen Eighty-Four (1984),5,20,38
Cust10,Eragon,0,20,39
Cust10,Hatchet,0,20,40
Cust10,My Sister's Keeper,0,20,41
Cust10,The Golden Compass,0,20,42
Cust10,Harry Potter Series,4,20,43
Cust10,Holes,0,20,44
Cust10,Shonen Jump Series,0,20,45
Cust10,The Shadow Club,0,20,46
Cust10,Bone Series,0,20,47
Cust10,Maus: A Survivor's Tale,5,20,48
Cust10,The Joy Luck Club,0,20,49
Cust10,The Lord of the Rings,0,20,50
Cust10,The Hobbit,0,20,51
Cust10,Shattered,0,20,52
Cust10,The War Of The Worlds,0,20,53
Cust10,Dealing with Dragons,0,20,54
Cust10,The Chrysalids,0,20,55
crom,The Hitchhiker's Guide To The Galaxy,0,21,1
crom,Watership Down,0,21,2
crom,The Five People You Meet in Heaven,4,21,3
crom,Speak,0,21,4
crom,I Know Why the Caged Bird Sings,0,21,5
crom,Thirteen Reasons Why,0,21,6
crom,Foundation Series,0,21,7
crom,The Sisterhood of the Travelling Pants,0,21,8
crom,A Great and Terrible Beauty,0,21,9
crom,The Da Vinci Code,2,21,10
crom,The Princess Diaries,0,21,11
crom,Ender's Game,0,21,12
crom,The Hunt for Red October,0,21,13
crom,The Hunger Games,0,21,14
crom,The Great Gatsby,5,21,15
crom,Ranger's Apprentice Series,0,21,16
crom,Inkheart,0,21,17
crom,Neuromancer,0,21,18
crom,Lord of the Flies,5,21,19
crom,The Princess Bride,0,21,20
crom,Dinotopia: A Land Apart from Time,0,21,21
crom,Far North,0,21,22
crom,Practical Magic,0,21,23
crom,Brave New World,0,21,24
crom,The Summer Tree,0,21,25
crom,Flowers For Algernon,0,21,26
crom,Owl in Love,0,21,27
crom,Naruto,0,21,28
crom,Bleach (graphic novel),0,21,29
crom,Kiss the Dust,0,21,30
crom,To Kill a Mockingbird,5,21,31
crom,The Lion the Witch and the Wardrobe,0,21,32
crom,The Bourne Series,0,21,33
crom,Life of Pi,0,21,34
crom,Breathless,0,21,35
crom,Twilight Series,0,21,36
crom,Sabriel,0,21,37
crom,Nineteen Eighty-Four (1984),5,21,38
crom,Eragon,0,21,39
crom,Hatchet,0,21,40
crom,My Sister's Keeper,0,21,41
crom,The Golden Compass,0,21,42
crom,Harry Potter Series,0,21,43
crom,Holes,0,21,44
crom,Shonen Jump Series,0,21,45
crom,The Shadow Club,0,21,46
crom,Bone Series,0,21,47
crom,Maus: A Survivor's Tale,0,21,48
crom,The Joy Luck Club,0,21,49
crom,The Lord of the Rings,4,21,50
crom,The Hobbit,4,21,51
crom,Shattered,0,21,52
crom,The War Of The Worlds,0,21,53
crom,Dealing with Dragons,0,21,54
crom,The Chrysalids,0,21,55
joe,The Hitchhiker's Guide To The Galaxy,4,22,1
joe,Watership Down,0,22,2
joe,The Five People You Meet in Heaven,0,22,3
joe,Speak,0,22,4
joe,I Know Why the Caged Bird Sings,0,22,5
joe,Thirteen Reasons Why,0,22,6
joe,Foundation Series,0,22,7
joe,The Sisterhood of the Travelling Pants,0,22,8
joe,A Great and Terrible Beauty,0,22,9
joe,The Da Vinci Code,4,22,10
joe,The Princess Diaries,0,22,11
joe,Ender's Game,5,22,12
joe,The Hunt for Red October,0,22,13
joe,The Hunger Games,0,22,14
joe,The Great Gatsby,5,22,15
joe,Ranger's Apprentice Series,0,22,16
joe,Inkheart,3,22,17
joe,Neuromancer,3,22,18
joe,Lord of the Flies,4,22,19
joe,The Princess Bride,0,22,20
joe,Dinotopia: A Land Apart from Time,3,22,21
joe,Far North,0,22,22
joe,Practical Magic,4,22,23
joe,Brave New World,0,22,24
joe,The Summer Tree,0,22,25
joe,Flowers For Algernon,0,22,26
joe,Owl in Love,0,22,27
joe,Naruto,4,22,28
joe,Bleach (graphic novel),4,22,29
joe,Kiss the Dust,0,22,30
joe,To Kill a Mockingbird,5,22,31
joe,The Lion the Witch and the Wardrobe,4,22,32
joe,The Bourne Series,3,22,33
joe,Life of Pi,4,22,34
joe,Breathless,0,22,35
joe,Twilight Series,3,22,36
joe,Sabriel,0,22,37
joe,Nineteen Eighty-Four (1984),4,22,38
joe,Eragon,3,22,39
joe,Hatchet,0,22,40
joe,My Sister's Keeper,0,22,41
joe,The Golden Compass,5,22,42
joe,Harry Potter Series,4,22,43
joe,Holes,0,22,44
joe,Shonen Jump Series,5,22,45
joe,The Shadow Club,0,22,46
joe,Bone Series,3,22,47
joe,Maus: A Survivor's Tale,0,22,48
joe,The Joy Luck Club,0,22,49
joe,The Lord of the Rings,3,22,50
joe,The Hobbit,5,22,51
joe,Shattered,0,22,52
joe,The War Of The Worlds,0,22,53
joe,Dealing with Dragons,0,22,54
joe,The Chrysalids,0,22,55
Priscilla,The Hitchhiker's Guide To The Galaxy,5,23,1
Priscilla,Watership Down,0,23,2
Priscilla,The Five People You Meet in Heaven,0,23,3
Priscilla,Speak,0,23,4
Priscilla,I Know Why the Caged Bird Sings,0,23,5
Priscilla,Thirteen Reasons Why,0,23,6
Priscilla,Foundation Series,5,23,7
Priscilla,The Sisterhood of the Travelling Pants,0,23,8
Priscilla,A Great and Terrible Beauty,0,23,9
Priscilla,The Da Vinci Code,0,23,10
Priscilla,The Princess Diaries,0,23,11
Priscilla,Ender's Game,4,23,12
Priscilla,The Hunt for Red October,4,23,13
Priscilla,The Hunger Games,0,23,14
Priscilla,The Great Gatsby,3,23,15
Priscilla,Ranger's Apprentice Series,0,23,16
Priscilla,Inkheart,0,23,17
Priscilla,Neuromancer,0,23,18
Priscilla,Lord of the Flies,0,23,19
Priscilla,The Princess Bride,0,23,20
Priscilla,Dinotopia: A Land Apart from Time,0,23,21
Priscilla,Far North,0,23,22
Priscilla,Practical Magic,4,23,23
Priscilla,Brave New World,5,23,24
Priscilla,The Summer Tree,0,23,25
Priscilla,Flowers For Algernon,0,23,26
Priscilla,Owl in Love,0,23,27
Priscilla,Naruto,0,23,28
Priscilla,Bleach (graphic novel),0,23,29
Priscilla,Kiss the Dust,0,23,30
Priscilla,To Kill a Mockingbird,0,23,31
Priscilla,The Lion the Witch and the Wardrobe,3,23,32
Priscilla,The Bourne Series,0,23,33
Priscilla,Life of Pi,4,23,34
Priscilla,Breathless,0,23,35
Priscilla,Twilight Series,0,23,36
Priscilla,Sabriel,0,23,37
Priscilla,Nineteen Eighty-Four (1984),5,23,38
Priscilla,Eragon,0,23,39
Priscilla,Hatchet,0,23,40
Priscilla,My Sister's Keeper,0,23,41
Priscilla,The Golden Compass,0,23,42
Priscilla,Harry Potter Series,0,23,43
Priscilla,Holes,0,23,44
Priscilla,Shonen Jump Series,0,23,45
Priscilla,The Shadow Club,0,23,46
Priscilla,Bone Series,0,23,47
Priscilla,Maus: A Survivor's Tale,0,23,48
Priscilla,The Joy Luck Club,0,23,49
Priscilla,The Lord of the Rings,2,23,50
Priscilla,The Hobbit,3,23,51
Priscilla,Shattered,0,23,52
Priscilla,The War Of The Worlds,3,23,53
Priscilla,Dealing with Dragons,0,23,54
Priscilla,The Chrysalids,2,23,55
Harry Potter,The Hitchhiker's Guide To The Galaxy,0,24,1
Harry Potter,Watership Down,0,24,2
Harry Potter,The Five People You Meet in Heaven,0,24,3
Harry Potter,Speak,0,24,4
Harry Potter,I Know Why the Caged Bird Sings,0,24,5
Harry Potter,Thirteen Reasons Why,0,24,6
Harry Potter,Foundation Series,0,24,7
Harry Potter,The Sisterhood of the Travelling Pants,0,24,8
Harry Potter,A Great and Terrible Beauty,0,24,9
Harry Potter,The Da Vinci Code,1,24,10
Harry Potter,The Princess Diaries,0,24,11
Harry Potter,Ender's Game,3,24,12
Harry Potter,The Hunt for Red October,0,24,13
Harry Potter,The Hunger Games,0,24,14
Harry Potter,The Great Gatsby,0,24,15
Harry Potter,Ranger's Apprentice Series,0,24,16
Harry Potter,Inkheart,0,24,17
Harry Potter,Neuromancer,0,24,18
Harry Potter,Lord of the Flies,3,24,19
Harry Potter,The Princess Bride,0,24,20
Harry Potter,Dinotopia: A Land Apart from Time,0,24,21
Harry Potter,Far North,0,24,22
Harry Potter,Practical Magic,0,24,23
Harry Potter,Brave New World,0,24,24
Harry Potter,The Summer Tree,0,24,25
Harry Potter,Flowers For Algernon,0,24,26
Harry Potter,Owl in Love,0,24,27
Harry Potter,Naruto,3,24,28
Harry Potter,Bleach (graphic novel),3,24,29
Harry Potter,Kiss the Dust,0,24,30
Harry Potter,To Kill a Mockingbird,0,24,31
Harry Potter,The Lion the Witch and the Wardrobe,0,24,32
Harry Potter,The Bourne Series,0,24,33
Harry Potter,Life of Pi,0,24,34
Harry Potter,Breathless,0,24,35
Harry Potter,Twilight Series,0,24,36
Harry Potter,Sabriel,0,24,37
Harry Potter,Nineteen Eighty-Four (1984),4,24,38
Harry Potter,Eragon,0,24,39
Harry Potter,Hatchet,0,24,40
Harry Potter,My Sister's Keeper,0,24,41
Harry Potter,The Golden Compass,0,24,42
Harry Potter,Harry Potter Series,5,24,43
Harry Potter,Holes,0,24,44
Harry Potter,Shonen Jump Series,0,24,45
Harry Potter,The Shadow Club,0,24,46
Harry Potter,Bone Series,0,24,47
Harry Potter,Maus: A Survivor's Tale,0,24,48
Harry Potter,The Joy Luck Club,0,24,49
Harry Potter,The Lord of the Rings,4,24,50
Harry Potter,The Hobbit,0,24,51
Harry Potter,Shattered,0,24,52
Harry Potter,The War Of The Worlds,0,24,53
Harry Potter,Dealing with Dragons,0,24,54
Harry Potter,The Chrysalids,0,24,55
I. Ned,The Hitchhiker's Guide To The Galaxy,0,25,1
I. Ned,Watership Down,0,25,2
I. Ned,The Five People You Meet in Heaven,0,25,3
I. Ned,Speak,0,25,4
I. Ned,I Know Why the Caged Bird Sings,0,25,5
I. Ned,Thirteen Reasons Why,0,25,6
I. Ned,Foundation Series,0,25,7
I. Ned,The Sisterhood of the Travelling Pants,0,25,8
I. Ned,A Great and Terrible Beauty,0,25,9
I. Ned,The Da Vinci Code,3,25,10
I. Ned,The Princess Diaries,0,25,11
I. Ned,Ender's Game,0,25,12
I. Ned,The Hunt for Red October,0,25,13
I. Ned,The Hunger Games,0,25,14
I. Ned,The Great Gatsby,0,25,15
I. Ned,Ranger's Apprentice Series,0,25,16
I. Ned,Inkheart,0,25,17
I. Ned,Neuromancer,0,25,18
I. Ned,Lord of the Flies,4,25,19
I. Ned,The Princess Bride,0,25,20
I. Ned,Dinotopia: A Land Apart from Time,0,25,21
I. Ned,Far North,0,25,22
I. Ned,Practical Magic,0,25,23
I. Ned,Brave New World,2,25,24
I. Ned,The Summer Tree,0,25,25
I. Ned,Flowers For Algernon,0,25,26
I. Ned,Owl in Love,0,25,27
I. Ned,Naruto,0,25,28
I. Ned,Bleach (graphic novel),0,25,29
I. Ned,Kiss the Dust,0,25,30
I. Ned,To Kill a Mockingbird,3,25,31
I. Ned,The Lion the Witch and the Wardrobe,3,25,32
I. Ned,The Bourne Series,0,25,33
I. Ned,Life of Pi,0,25,34
I. Ned,Breathless,0,25,35
I. Ned,Twilight Series,2,25,36
I. Ned,Sabriel,0,25,37
I. Ned,Nineteen Eighty-Four (1984),0,25,38
I. Ned,Eragon,4,25,39
I. Ned,Hatchet,3,25,40
I. Ned,My Sister's Keeper,0,25,41
I. Ned,The Golden Compass,4,25,42
I. Ned,Harry Potter Series,3,25,43
I. Ned,Holes,0,25,44
I. Ned,Shonen Jump Series,0,25,45
I. Ned,The Shadow Club,0,25,46
I. Ned,Bone Series,0,25,47
I. Ned,Maus: A Survivor's Tale,0,25,48
I. Ned,The Joy Luck Club,4,25,49
I. Ned,The Lord of the Rings,0,25,50
I. Ned,The Hobbit,0,25,51
I. Ned,Shattered,0,25,52
I. Ned,The War Of The Worlds,0,25,53
I. Ned,Dealing with Dragons,0,25,54
I. Ned,The Chrysalids,2,25,55
ender,The Hitchhiker's Guide To The Galaxy,5,26,1
ender,Watership Down,0,26,2
ender,The Five People You Meet in Heaven,0,26,3
ender,Speak,0,26,4
ender,I Know Why the Caged Bird Sings,0,26,5
ender,Thirteen Reasons Why,0,26,6
ender,Foundation Series,5,26,7
ender,The Sisterhood of the Travelling Pants,0,26,8
ender,A Great and Terrible Beauty,0,26,9
ender,The Da Vinci Code,4,26,10
ender,The Princess Diaries,0,26,11
ender,Ender's Game,5,26,12
ender,The Hunt for Red October,0,26,13
ender,The Hunger Games,0,26,14
ender,The Great Gatsby,0,26,15
ender,Ranger's Apprentice Series,0,26,16
ender,Inkheart,0,26,17
ender,Neuromancer,3,26,18
ender,Lord of the Flies,0,26,19
ender,The Princess Bride,0,26,20
ender,Dinotopia: A Land Apart from Time,0,26,21
ender,Far North,0,26,22
ender,Practical Magic,0,26,23
ender,Brave New World,0,26,24
ender,The Summer Tree,0,26,25
ender,Flowers For Algernon,0,26,26
ender,Owl in Love,0,26,27
ender,Naruto,0,26,28
